上级地址,用户地址,总存数量,总提数量,未释放量,团队收益,未提收益,放大总量,
TLymGwAGXVmFUed7dPcyHC4F3UmjG9Z3WF,TDk5Z1sio3N48RbL7D6ioEAwFMkCBjA2LR,1462.23,1715.039296,1209.42070466,0,0,2924.46,
TLyARF471z1Ui7aH2VmFsGT4uJuWhSSDQk,TAhi5Fr7WWTP5yp882YKshuNLjU3y27VSB,969.31,306.4152494,1884.41524946,0,0,1938.62,
TLXS94aGbZusiSY9yuYNvkiTnY87xNDNYS,TA3MPmo9wskttRWWpJQ27KGr1MSWJkCSxF,116.45,212.9930827,19.90691779,0,0,232.9,
TLXS94aGbZusiSY9yuYNvkiTnY87xNDNYS,TA84Vz9Lv2kitbbAg164L8uadbd47hKMWs,219.86,386.8049735,52.9150266,0,0,439.72,
TLxJnBgtVn9fzGLgaSikmnhuHEoFpvf6x2,TKJrct9Ug1VbaoxZ4FNJHNMrEjouY6x92b,2275.1,171.9582958,4378.241704,0,0,4550.2,
TLx8kGNYVaDPWg8fRLm8YDnhqeGWAfL286,TPTPqdpMdCvXLbAViWqkoXmCUYP7uR3RrZ,1764,1141.138352,2386.861648,0,0,3528,
TLx8kGNYVaDPWg8fRLm8YDnhqeGWAfL286,TXRqjeQq8NNKLdnN8jyWBfcQpc3NepvAHA,10583,17530.2691,3635.730895,0,0,21166,
TLX8EFje6eybmrjQ7dNkG5GvDahTwhJEXm,TSFWVjBdnAdbNKyeou2ZucDMQstdTqt6vi,1206.4,221.4778583,2224.79977416,0,0,2412.8,
TLx4JXeNTa36T67eviXKbSN8xfrF5ic4ns,TJBUkQKtbFWJAoGNCLnnqtLVYADfDK59tZ,1230,138.117107,2321.882893,0,0,2460,
TLWQueSRNEUSGCCnmjw5Msi5C9xk9Lm6VY,TH7JyQqoFoFKZgU1r3woKHjCX3C6L3KyJw,20,11.04422645,28.95577369,0,0,40,
TLWQueSRNEUSGCCnmjw5Msi5C9xk9Lm6VY,TFMkS4nMRjW1b1AHJ8BHoA5v7XcHpXvmtf,77.5,35.13650298,119.86349731,0,0,155,
TLWQueSRNEUSGCCnmjw5Msi5C9xk9Lm6VY,TJQtEvTWJRAfDjxUf7VUnwXbqi9zcyB48r,100,0,200.00000028,0,0,200,
TLWKBKsb5co3pQKxAhdYh6WtAAEbzk2eyG,TLmohrsoLKPP2noUnAjkTgAXjindji2Kgp,579,244.4052383,913.5947617,0,0,1158,
TLwiNXGkyCvHJeKDRL1i7CuFq56iiZNKGc,TAS5YAPQtHoDRS4GdF7DpA9vkvczWf2E9t,2398.5,4681.259281,196.28916536,0,0,4797,
TLwiNXGkyCvHJeKDRL1i7CuFq56iiZNKGc,TA4unZtuqT3ASNwG2EBnu3BvKF3o9ttSrK,10634.66,20728.97931,540.3406949,0,0,21269.32,
TLwiNXGkyCvHJeKDRL1i7CuFq56iiZNKGc,TUf4DthswABWXD16MAfkZpodhsmRTKXBWs,13860.15,27515.42523,464.87292398,0,0,27720.3,
TLwiNXGkyCvHJeKDRL1i7CuFq56iiZNKGc,TC4fqX22Kg7YT7FmPPEtXo4T3GExrCf1rW,18047.96,35430.49694,1735.32252536,0,0,36095.92,
TLwiNXGkyCvHJeKDRL1i7CuFq56iiZNKGc,THZRSE7KDKY1W1thvUKJjALuSENKqcvQFT,210861.44,132730.5217,299385.99703192,0,0,421722.88,
TLW2ynzd1yECdGBfiagpEFhCzbnA1MBJsV,TJLKsC5JDZ71uXhy1gRRRX49XEXbBYMcry,1902,898.4494749,2967.01506678,0,0,3804,
TLVVx8Bda68Tr6PUJLZQw7KhVpThhz6H3W,TWH7GKWnJ6MoP451qopnaDcvEDpbmcHXFg,191.63,335.0690912,258.33513982,0,0,383.26,
TLvt4sT892cExrFokJVuvfEwQHtmmRSq4a,TAwhcBavuzhv2RBLX6bRqszPfxifjeo1nF,1656.85,3193.345952,303.32347524,0,0,3313.7,
TLuyctLnaWfnjf5EQagNCEVqYssU2caYGe,TXmuu1TrJCTABJcdXDKGWCEMwfXdmSbeQ5,3212.5,6329.376208,272.12722308,0,0,6425,
TLuyctLnaWfnjf5EQagNCEVqYssU2caYGe,TDv4V91Phx9pFLDimgECUM2AJroEBGmtRk,29082.32,57875.96665,724.15032214,0,0,58164.64,
TLuQ4bRwbbeBidUNgWJ6GhgKmW7XwCVZ5D,TFt2xLbxVj26qE5e8V6L4Wf4EpBeWpvSMe,499,810.3999353,187.6000649,0,0,998,
TLuQ4bRwbbeBidUNgWJ6GhgKmW7XwCVZ5D,TX5S6caa7o17pRLiBZCp2qz9R3KqZdyDHa,1024,580.2692601,1467.73073989,0,0,2048,
TLuQ4bRwbbeBidUNgWJ6GhgKmW7XwCVZ5D,TDFUKQB6BeKrux71m7YHTV2U2tkRLvXXoJ,4031,2832.019846,5229.98015437,0,0,8062,
TLTqHad4TYJSjopwHiTSVRyFt53pVD7D2X,TDDnEvAnskx9MKums8rPTqBdkY3jBFPU1Q,2200,1540.464502,2859.53549788,0,0,4400,
TLt2jVw7BenLPzuENurJKaG42oucgn2deW,TCmq2jG6RHqhrjXZRqBmAES4rvdGCKne1R,625.95,1225.20377,26.69623204,0,0,1251.9,
TLt2jVw7BenLPzuENurJKaG42oucgn2deW,TLrZtRvvCeNUmQwDWHkd8vBLsPGr95RZ6m,841.17,1641.528118,40.81188292,0,0,1682.34,
TLsXXntwHvCCkhm7zqvu72ZkLPXpE6uzQ2,TEhBurfMzv4UimMeHNakXDfBcXeWdFr3eM,342,261.8229256,422.17707435,0,0,684,
TLsXXntwHvCCkhm7zqvu72ZkLPXpE6uzQ2,TWXe4vjPJ5ZMcZMum2VmbggDMX4K96mJ4w,3760,2770.662479,4772.18918711,0,0,7520,
TLSGR8aUZoUU5aN2F8bGvp98emonF9RUA4,TYNujFoM74jZoSrBaTDnEV7LbQ7qbtt5fP,1133.27,571.1877385,1695.35226104,0,0,2266.54,
TLSajJpiRnogeqkpeuPJJ6JUnDQdpCoxoZ,TLgV7c388ZuEsyJLwZjgpQF7fGHxeccV6D,1060,1668.374978,451.62502299,0,0,2120,
TLrZtRvvCeNUmQwDWHkd8vBLsPGr95RZ6m,TNxpMeVLTo1wqoghf6ju1YPGMbHpiHtXxN,843.85,1631.855777,432.87515116,0,0,1687.7,
TLRN91JKJHpMRhEk6eisPL4xakWGPBcRBr,TUtvNdYfoL1hkAtYbsjWeXF4pbxTsfuHFd,56,36.76599305,75.23400698,0,0,112,
TLRN91JKJHpMRhEk6eisPL4xakWGPBcRBr,TWrVXWCHbxSHqnv1EJQMCFwN2zerYNgmLx,248.6,312.457379,184.74262224,0,0,497.2,
TLRN91JKJHpMRhEk6eisPL4xakWGPBcRBr,TRQb7KL6kRJ1N1y7ZUTn4epkh9C8zanxSJ,843,1100.727776,585.27222554,0,0,1686,
TLpmYbUmj3gfTN4HSr3FvD9hg6vhvnsFgs,TRC44mg1t7JBzV39h6j44YGm3tUQsd5vo3,6343.68,12218.48349,468.876513,0,0,12687.36,
TLPHUcqvwLZH4U8Nngafabxj86rmrtuVuz,TYZijB9F5GqsZmX4AxGwFejsagdRUvFHwC,2005,412.9368321,3597.063168,0,0,4010,
TLNqRFGpij1JPYAuxyDidrvDSofxzpoBLo,TRWdyVZW1sMBshCfkqgkiphtmxKgmTHFig,2685.88,5187.860623,337.28062356,0,0,5371.76,
TLNpsmyfnFmc9EMyRBLBHA9GQW7Rq81r5B,TGjgbapfNsA7irTPu3k1jPRgdciToyAeFu,2100,836.9839184,4006.98391842,0,0,4200,
TLnhxHAwi5fmHnQUEGf3V6ME1o8tJG9nEs,TSKAAtEwA44NZkXnR5kBDgaEjLTAVEv6PE,1057,57.02628423,2056.97371592,0,0,2114,
TLnGEGxB7n5DQgwG9DYxCHoPrpg7kLesFz,TQKmokXUrHNduFBemHtUuznt9XLgEq3nuZ,256.78,224.6223546,288.93764557,0,0,513.56,
TLMA3xmB8RLrz7pCYYrSy2XrjHG6yrUwc3,TYsXJFn43PNt5FccXzXpEyorjuwcgNt7Zj,490,457.6186836,522.38131639,0,0,980,
TLLjw4Y6WEwbm8BtLkXVYAMuFihhoqJLSE,TSdkQTvhymdpLSWNFmTSC5nVp9eQHoFjsg,2519,2222.690188,2815.30981257,0,0,5038,
TLLjw4Y6WEwbm8BtLkXVYAMuFihhoqJLSE,TKm86cbfYRmdQN6bRbieuLnYfEgRWLHsNz,50304,44990.22871,55617.77129,0,0,100608,
TLLfY71t7cgxZ2Bf4XZZpicoQtuvu4M6aY,TPNuBPQxk2TKgpN4UJiu1dvATpvgWhQsv6,1346.74,1262.560247,2262.56025029,0,0,2693.48,
TLKY5mCwa8XN7yWMaoZh5XDV5e7p7gEoAb,TKMTEfjuWeuiL3yu2Xa2pr5wyaFgQ9g8SF,673.99,593.9524187,754.02758233,0,0,1347.98,
TLKk18vNrAAWP7Y2vpSqPedu2mc6kGb6BM,TGQ6kUWV98aR68cMVvFKxZYjb5iVy2ZAgp,5710.5,3432.773224,7988.226777,0,0,11421,
TLk4zkF3cbr8V5V8iyQqVtn79kP5kumXs7,TGBBGV4PjyYa94NLTwUJUMM8msrikngbJ9,1105,243.1239622,2356.20939352,0,0,2210,
TLjiTdmZMSDGxUHTnhVNm9yPBHyLp4Pz24,TV27cgLGMTjfvSuiiRTfKVSURmZHkcTP6S,214.38,68.16754088,360.5924591,0,0,428.76,
TLjiTdmZMSDGxUHTnhVNm9yPBHyLp4Pz24,TG3HDFxJa4YVTfPqgogLzgNdjnS9LjEfam,610,0,2439.9999998,0,0,1220,
TLjiTdmZMSDGxUHTnhVNm9yPBHyLp4Pz24,TACDrkYwCyTETxMWWDaPchAXjaLHBBkET6,3370.8,520.6168273,6220.98317291,0,0,6741.6,
TLiSACQLLzpPjCdkYY7qRnJgyyiqxuH6Vf,TBhz93vqQr7gVbydTJgXH166TFdjQaD7ja,100,80.60385633,119.39614385,0,0,200,
TLiSACQLLzpPjCdkYY7qRnJgyyiqxuH6Vf,TUdx3dNxe7r2SABEHdFpe1Zsd7zFyvaoEJ,100,200,0,0,0,200,
TLiSACQLLzpPjCdkYY7qRnJgyyiqxuH6Vf,TXoQoW1cqyzjDg3rXbMwoW66mzYdXmCrAx,514,306.7077289,721.29227141,0,0,1028,
TLiSACQLLzpPjCdkYY7qRnJgyyiqxuH6Vf,TJ9tUNuUf47CvUH8pVyYPaQNXQVM2fVvg6,592.96,1134.659042,117.67135017,0,0,1185.92,
TLiSACQLLzpPjCdkYY7qRnJgyyiqxuH6Vf,TS92RKivxNgHHv7ioCiJH6zYDW9yjQ24Fv,1274,1318.175184,1346.59474743,0,0,2548,
TLiSACQLLzpPjCdkYY7qRnJgyyiqxuH6Vf,TBSXiuzCy4xrqeRouFbi9UUa7cRe53ey4j,1388,1290.547914,1485.4520856,0,0,2776,
TLiD4xMc7QiGQYeBfUw7UMS2yskQzbS7Qt,TDNwqtqGtpH7f2VspKWGpSsy4mocig1R5X,423.4,85.73111223,761.06888782,0,0,846.8,
TLiD4xMc7QiGQYeBfUw7UMS2yskQzbS7Qt,TZ6EFLyJE4fMBbL4pae3re9h6KLvz9xLuE,10274,1918.663577,18629.3364243,0,0,20548,
TLHBXj3ytbybavdv44b2Ra9GJk95zPTAkE,THEezPYWo3S652Vm1NaCgjrG7QckTPh5eZ,2378.25,1875.166602,2970.88127964,0,0,4756.5,
TLHbQYgx7zTJEzLvn7j584Nft56mHwjhU4,TBni9gJSECeL821xgobRFqVZ31vYnucFuZ,10970.71,11666.75925,10274.6607481,0,0,21941.42,
TLgV7c388ZuEsyJLwZjgpQF7fGHxeccV6D,TAXay4yYDjfe6d1usGLSYzABH81E6aLRip,277,524.9507573,29.04924271,0,0,554,
TLgV7c388ZuEsyJLwZjgpQF7fGHxeccV6D,TSkBZoQLfYcwLCiRB7wg1wVe6VD1kkgd9X,1758,864.8655617,2651.13443851,0,0,3516,
TLgV7c388ZuEsyJLwZjgpQF7fGHxeccV6D,TG6EUwbykdRMnzces12ScaHeK3U7mFGopY,2770.6,2139.176827,3402.02317462,0,0,5541.2,
TLGAzs6a4DX9jqTXQBEWF75tN9a7HFi3vM,TCRN72994f9oToUA1a1Eg2mLPagpenLJEv,1662.87,1418.769469,1935.62166627,0,0,3325.74,
TLGAzs6a4DX9jqTXQBEWF75tN9a7HFi3vM,TFmqzYaYReQshiKct8s6o7Dv7CcDb5FeqV,2202.25,1145.114389,3259.3856123,0,0,4404.5,
TLfWHox3Q9SSVavrGfJSMazqjfyKeftsRz,TFCuuaLqb8cWx9EdvXGfX5KmZHjh8p116e,2845,2379.300009,3310.6999915,0,0,5690,
TLFnQ2Y34y9oURWu6fsVRjNjdAiQwKqwTD,TMPFss94CDRv2tnYbyuz1oBuGJZpbKbPCA,4025.982361,2551.71599,5500.24873333,0,0,8051.964722,
TLfEV7X3m7eyvpNV21DPrWwCKYGvAGemhS,TXJMpYVvWZDruc1CMwofezr9M54HaGahjz,4381,8684.975376,77.02462809,0,0,8762,
TLezPN4H9o4VHwi2MtaCEHD7sMKXnwmopa,TXgobRfxeG2K7XazxCNsKDHJQ572VseGc4,2117,1176.599195,3057.400805,0,0,4234,
TLeiVmwnirz4aTSAD15d1CqYjwopLqWXPy,TJNDsB3mqEbpPwXHy6Y133Xif1QdfaJjof,1602,1348.991311,1912.07103274,0,0,3204,
TLdLzAmzd5QbH2W1nVwyCfoX5A9vqn3Eoy,TGGVbFCp9pxZ8zEB8HDiTDbtdnMCaJ2Cdx,144.14,77.65481395,210.62518619,0,0,288.28,
TLdGyRKhL7YrLPoUe7dTv1NDbcpMpnkFjs,TQ4dRSVZMWpM1q3Vr3E4JKdHv2wxMuUP1F,1579,1698.91826,1879.0603793,0,0,3158,
TLbUSECE4EC7Wyw5Rjr8SGjB5hR9EaPCai,TQe8RBAEnZxz2TDeBMDJ2NE7miKn7Lg4HY,110,35.35399673,184.6460034,0,0,220,
TLBLc3puDarFWzsJDmP15efy8cJRX9j5Gz,TRpufr4VTYG1rWZBh5NUwekUkZh4nf4TG1,296,518.0881468,73.91185628,0,0,592,
TLbe5kwYUZ4JFn42xETxNBAJhnjBCHLMmq,TVAhRkvfck5zxpc8dibwU8xaVbXscM2Z2k,126,77.88995027,174.11004975,0,0,252,
TLBcMxp7LysgHk98grYMKuTRkjkRsbzZE4,TVAKZ7hWDtU4xZwfTqVh3jXRSYgaBTnNnp,1175.58,706.4042544,1644.755746,0,0,2351.16,
TLatwdqTVw6VkJTKan46zLNtCeQeCeR1Mg,TYG1ZuFYxTrEj3h3XtRYiTZD3tUzjNaPMD,753.07,235.6734129,1270.466587,0,0,1506.14,
TLapLbLrd6tNz59trYtxAsSrocLZSdZBg9,TPe61Usu9WJfr9pbVNDjNUf9pEXPmCW3Ap,673.9,650.4097324,697.39026789,0,0,1347.8,
TLAHVqdcLAtp1zBww2x8tC4FbezkXKHyGD,TMYMqGUB4nfP1XhKbEnAoJ6NogbaVvQBep,4970,6690.208548,3249.79145249,0,0,9940,
TL9Xs3ip9srq6ppxxEhDRHdnviFE72rdvp,TACQkpHesZhp7bQRG4j7Ns4G8NZHFFf2ET,1511.44,542.7545746,2480.125425,0,0,3022.88,
TL9vsu1HrTfyvR4NN5KVDNUtsTaWvfBc4s,TKgynbiD3hotZoUR1EPEQQXAdC7qVZCWA4,2721.8,624.6640241,4818.93597593,0,0,5443.6,
TL9vsu1HrTfyvR4NN5KVDNUtsTaWvfBc4s,TDm6Zq2v2ac8PxrcYuvfQY8PFDEoLW9Poj,8240.4,1855.389027,14843.38903006,0,0,16480.8,
TL9FjwvHqoDXrkdhgm5TaqqFXRX7qwhy8V,TEVFChhSzzhRjkF3LnERFfQ4DVwP2kJAnk,100,0,200.00000002,0,0,200,
TL7p6wDrqWynQ7uP8MojnmpyE8W3mZuWT6,TBcE8C4ArKRzznVke4Wpz6fkUaGr6ZkHES,309.77,514.4428236,714.44282467,0,0,619.54,
TL7LbFTu5Gx1f4imQXYqfJAKPSMLaQkuDh,TPqBc72hwqcUMWQcFifQ35rCZsFtnrNVCt,941.93,1797.795856,86.06414363,0,0,1883.86,
TL6F98Nh7TVrdxqiiH1GXFoFWfq1DtE3mu,TAVCJ5bPjsJfnutJpamnKpEmDsR2v1j1jq,406.33,794.467888,18.19211461,0,0,812.66,
TL3k9YR3vjJHX3w1DGM8qTFdwexg9YBtJ6,THdHSSVp8Y98NDxk4YUbPhCizix6qPoBaL,490.6,489.3813721,491.8186284,0,0,981.2,
TL3k9YR3vjJHX3w1DGM8qTFdwexg9YBtJ6,TSnougUUbDmDBjJFUxjQbUsQ5a1Ehrd54Y,615.4,481.6026787,749.19732127,0,0,1230.8,
TL1t2UyLQ6jejwm8JDbc5Ks2zqmkfDCPNf,TVLnEGuQXS61ej2iUePm9xdQwvudzs84Xy,50,0,100.00000003,0,0,100,
TKZNyJdTJA3qM9fFGqiLUwLy6My7NEXPJ9,TP1i6SkW4JQ2DToqUYUBS54UpuQovLSQ1Q,6036.97,895.9746914,11177.96531,0,0,12073.94,
TKZkSGUBb9VkyG43aArgUqnHEh36nVtmSo,TQzsmTT3Dm9nwa9YQWAndSKhKGcfhLB2EZ,2549.52,4928.805199,170.23480285,0,0,5099.04,
TKZbPDYzLF9YYxSsAVS9efbRmsxydfPFKB,TCmiZVMSwAx3QMyRMg8ukyfULZ9BNaWkYC,100,59.64392839,140.35607165,0,0,200,
TKZbPDYzLF9YYxSsAVS9efbRmsxydfPFKB,TK7SK9416MdmN1JgY82A4PaHdpQNFQeyFV,264.35,106.8863082,421.81369187,0,0,528.7,
TKZaH7PpEmifGhgLxsmeSqZ3Wvsm1hYLwK,TCcQMbytCR6QrKAtAqHBTsRdZJ2rnFGrK5,1946,1659.355069,2232.644931,0,0,3892,
TKyNqfGi8AFNyCNwArm8STkRA8b4xXm97K,TGuJfBnLeeRDTistzapBWc9zy7baygbvdo,0,0,0,0,0,0,
TKyC8C47tXSFvrGVQAoGnkFUbcbiLxjnFU,TS2qDeqcmf5iHyKu28sVF6RvDQHUNysrNZ,249,64.2112099,433.78879014,0,0,498,
TKWqigHWGLw5DrM5ycfC5HMgZdqkrumpYG,THrrZeAiZJ6H8B12Ur9MPaqbHwCgBZCYeP,300,224.0172518,375.98274823,0,0,600,
TKWqigHWGLw5DrM5ycfC5HMgZdqkrumpYG,TShvf5VAqQdsWVS535v96Qo2hggACbBKiA,21218.07,42171.67766,283.3425676,0,0,42436.14,
TKwgXDYrmAhnHG7KswA1mgHN9eAN2qyd6X,TAYdKgDxEqtPPRy1bT7dCxrmCXkVxkqGrz,835,112.1478574,1606.14636174,0,0,1670,
TKWFHkgTTxwuESEbaDfbQvSQtyFSC8LHCH,TMxC1oJuzLp9Dz7Avd7RR79Tr3K2MS113P,7353.4,14131.63,595.155,0,0,14706.81,
TKWaFXhgoy2kULkqkWYJ5PTLMFbmBR6Rkg,TD7TugCwX2omsWiB6r4iLxoJQsZSsGyEHy,1334.6,368.2516969,2300.94830391,0,0,2669.2,
TKVyDEKpw8Qa483gfpuZky2i4DvNos9Wuu,TESznC6FmhCWPBrKuteAX133sVsv6yJyxK,466,0,932.00000003,0,0,932,
TKUNj28sBgusB4GJGZVhCAcjXaYsYjJBwf,TJtAKYkNZffYb8kawUE6ikDcRQMkbq8H4K,1877.18,1298.722654,2455.63734627,0,0,3754.36,
TKumL27C4vz9cLvfaGTpYim7jZb8cSpFhw,TMmy4HMcmXdj6mYJ7CjJ79ydhbeCc2hbC1,1630,2378.313917,927.84046526,0,0,3260,
TKUfAB4VP4NyiqdN8ocyq8Wob5xwCEAJyw,TF3jJUTsWCMZyLvw1e4fv2imWd5ormdg1v,36.1,61.48679988,64.09314894,0,0,72.2,
TKUfAB4VP4NyiqdN8ocyq8Wob5xwCEAJyw,TKkwKLKMeZmSyypE5YS7oBACbYPiy6wQJE,577.1,1079.674384,74.52561656,0,0,1154.2,
TKtyzmw4KT7AGRCtuAiweqbjN2cdRRRnAP,TYiPdw2v3AbPoGB867rJMU5AgJFztArDHT,146.6,46.66828719,246.531713,0,0,293.2,
TKtWNJ7KyUW9xuhqpGc8Fi12t99c9SMw6X,TBGttVQYAS4maG37zsFfjUWt7o9ZoXwZc2,197,97.70881205,296.29118805,0,0,394,
TKtWNJ7KyUW9xuhqpGc8Fi12t99c9SMw6X,TLzkTsqbsQTuPY8zgkVgFvq6dawbahHqdg,2770.7,761.0388562,4780.361144,0,0,5541.4,
TKtHYd9DmibDHFjDej1wmmQ7SLorYKfTRP,TBBjQ4PB3V4whjMsqjkb5assdA9ZyaUVG8,334,535.9820348,132.0179654,0,0,668,
TKtHYd9DmibDHFjDej1wmmQ7SLorYKfTRP,TLeiVmwnirz4aTSAD15d1CqYjwopLqWXPy,384,564.4947954,227.90746056,0,0,768,
TKtHYd9DmibDHFjDej1wmmQ7SLorYKfTRP,TLKk18vNrAAWP7Y2vpSqPedu2mc6kGb6BM,555,1013.122219,175.76958947,0,0,1110,
TKrsvUHGbZE2D6Kn3ob1R2giQdQjgheYJM,THA8KQAaYigesadotVRDLgghMSFXTyvg6c,490.9,848.1879348,133.61206569,0,0,981.8,
TKrsvUHGbZE2D6Kn3ob1R2giQdQjgheYJM,TNhwMhb8c4XToJHnnnPCnccZ12Mi1jXH3Y,495,859.6222937,130.37770865,0,0,990,
TKRqePJgrBJ3YMtXCRnyzwRerV4Fe9z4AG,TW45N5vCtVfDobPv2KXdc4sJ2kGeqJtFwB,1020,803.2309773,1458.93935415,0,0,2040,
TKRhsjvt4CdLFHkt9yV4srYgpXn8hMDqZe,TGaJmLY7DLSZDFHSAFZvsAY4gznLY6gMke,17191.69,33781.4627,601.9173006,0,0,34383.38,
TKRaYkjtznYkQph6ytxaqDXgQhevEkALLL,TBzgCzRKtKsSNxiMRTMgXN1u9rJsHXawsg,122.9,47.84251841,247.84251844,0,0,245.8,
TKqLGks5zXBKYKGrd6nYWDwaSsKaT2LEkz,TEZEcphgFTEAK993vpE4qEYj72d9VXBYY7,350.97,76.28265887,625.65734119,0,0,701.94,
TKqEHvph6RrWY3WU8eU4GmV5fzqshcFoEH,TJvRbxPCDUeZk1UNCuecyuW4tNYkC8iVDx,118,98.77923121,137.22076884,0,0,236,
TKqEHvph6RrWY3WU8eU4GmV5fzqshcFoEH,TLAHVqdcLAtp1zBww2x8tC4FbezkXKHyGD,3795.6,3267.919752,4323.280248,0,0,7591.2,
TKQcnSKHNWkcoEvZqkVcy63MVfmpdwAHuN,TGMtm2GnEtDJJUw4iHiQxrWSS1WhQbxgy5,10,7.09726517,12.90273489,0,0,20,
TKq5xFKHLGG8JoK3kiGK6DUcyr3zP8ZACP,TVeBqnBkwdtZzz7HPwSB5KLunCoUnjGXFu,6276.56,4194.553672,8713.85367192,0,0,12553.12,
TKQ3qQo3po1FcKBBbHNcAnTS9UoqcRMGzu,TQuRraXUYeBunPyD8kd7H2hp5P4EjttUKp,80,9.05218688,150.94781313,0,0,160,
TKQ15dREHENwdvS2skXr12dt57p2crJb2j,TYYyUNNjEd6ymCCj2JNBRUzJ9KpKcRoaqb,1472,73.38138575,2870.61861458,0,0,2944,
TKoP3ioaq2hBQsEZcXiAWRzUrL8jwjTkTj,TS9Nz9oKLZVDFLBHQucyRYwAzq9ZK6WL4n,25000,0,50000,0,0,50000,
TKoP3ioaq2hBQsEZcXiAWRzUrL8jwjTkTj,TYa9S19RgnCJgmzcidDFfyKdmn3RMjYS6k,25000,0,50000,0,0,50000,
TKNgFAV35kG8TvFyU4iVxtfEZxdKZygfsn,TE5H3sqbW1YRN8LWDYTLYCmvHYZKnxMja4,4092,3068.339612,5115.66038793,0,0,8184,
TKNdhx2qM5vbvntV7ycGFuscGAcDTPV88f ,TWoHyV7SF6Dp5TohTfM7j13otg43u7bHQM,45519.4773,90472.57638,566.37822454,0,0,91038.9546,
TKNdhx2qM5vbvntV7ycGFuscGAcDTPV88f,TWrnabdUS8i7MoDBHZWxPneFMCVF4YfFc5,1198.89,927.1349618,1470.64503844,0,0,2397.78,
TKn9Nnjy8PrpU4gsJfeU8FrEHgthyVYNSQ,TUvV5nwNxTd3DtqRbYz9qGi3NsSHpiv8sq,679,106.8260928,1251.1739075,0,0,1358,
TKMTEfjuWeuiL3yu2Xa2pr5wyaFgQ9g8SF,TZHLJ4upEykV99qWZrSim3rYDR7mXMzmP3,220.3,418.5581311,53.58052292,0,0,440.6,
TKMTEfjuWeuiL3yu2Xa2pr5wyaFgQ9g8SF,TVMKqCbGoXPPWZB6BFnJ4haCgpAABUE2a6,1927.8,645.0180479,3210.58195213,0,0,3855.6,
TKLxP8MNZL3juyS6LFQiCcqZ1GV7anWVte,TRohyiypvT5Gqc8RXp5BEfwj4noRDYEX8c,193.21,89.21831804,297.20168211,0,0,386.42,
TKLfdCRriVdZrifjQtPG63cGtPKtsUNdS3,TBqQaz4AouKpBH6xEYPrCfg1jQ7HH9JQES,340,214.0846613,465.91533881,0,0,680,
TKLfdCRriVdZrifjQtPG63cGtPKtsUNdS3,TRV5mC6KENDnAWjHGoYpxhZwJFCnxN7J6K,655,409.2980604,900.70193976,0,0,1310,
TKLfdCRriVdZrifjQtPG63cGtPKtsUNdS3,TRBfzDG9udTcsBjZmvgg7wLknUzWikrnPz,749,686.8785346,811.12146692,0,0,1498,
TKLfdCRriVdZrifjQtPG63cGtPKtsUNdS3,TYmHaW1RBnHHSqLgKescMtDJrcVBwHeep4,1800,109.3041812,3490.6958188,0,0,3600,
TKkwKLKMeZmSyypE5YS7oBACbYPiy6wQJE,TAyKjED8R4MWmButzePyGeUcyjRjsBfN7f,1632.1,1231.433509,2032.766491,0,0,3264.2,
TKJSAocZTb7gMUXy19Z3miwPnVQNqv3bxv,TUuHb1x7jHEfSExr5Fbb4zWND3qCi3aRML,327.35,572.2026145,82.49738546,0,0,654.7,
TKjr6DeR2VPgzqfFuqYr8kmnrpNdUzndNY,TXxvDZrZAmJ27BDf5kTP424qqoFMPgByBL,340.1,182.7518912,497.44810876,0,0,680.2,
TKj34awFEvs28PdK7PkZYms67fEHbA7mEm,TU9XeHa4mGKWKkZGyzT9gMLvS6EwFgXp15,0,0,0,0,0,0,
TKiBQwBF5wYEc4rSwSJQXpQjeiGFJcrjhe,THktfDjazKHBNToAnk5dtbyxBqqyVwdzve,169,0,338.0000001,0,0,338,
TKiBQwBF5wYEc4rSwSJQXpQjeiGFJcrjhe,TT7VgZwfuYBeNazqzoTm5yvnfpMfivV8iH,4889,535.9714424,9695.97144282,0,0,9778,
TKHvTxRqdFiMerwGXMi5Ucfrq2Sp3TQCYH,TT6TgDd8Dz8zR4V1JJ1wj8s6kz7aWYVZJq,563.79,347.0259517,809.94678188,0,0,1127.58,
TKHvTxRqdFiMerwGXMi5Ucfrq2Sp3TQCYH,TBDqb2W1KppaLESAJAmEXWEBuPFPiJxWj7,848.96,953.9770832,773.33565066,0,0,1697.92,
TKHvTxRqdFiMerwGXMi5Ucfrq2Sp3TQCYH,TU4Ba1qmZ7FAmTBePwJEUGzoKaKsP56Lf8,1441.6,1664.731771,1218.46822889,0,0,2883.2,
TKHQLxpp4EkyckeKZsjNhhGLGkRfQZSL1X,TCqsGmMi6mrDFp6URV2NHzTCtRKi2t5ypX,100,60.61491319,260.61491325,0,0,200,
TKgynbiD3hotZoUR1EPEQQXAdC7qVZCWA4,TAM76Lv7Tc5wSyMFM9pDH5k8rpmJeS2SUC,200,0,399.99999998,0,0,400,
TKgynbiD3hotZoUR1EPEQQXAdC7qVZCWA4,TUA4ar8fG4V5sHfvUbEv4PmoYoApbHYKXT,2422.8,382.8128171,4462.78718324,0,0,4845.6,
TKgynbiD3hotZoUR1EPEQQXAdC7qVZCWA4,TGt2BAkcvFNKYpVG8CSGWEzJcXwXuGQg5E,2448.7,249.0711642,4648.32883586,0,0,4897.4,
